,PlaybackIndex,is_progressive,is_medium,is_total,is_slow,is_static,is_proximal_droplet,is_distal_droplet,is_earlytrack,is_hyperactive_mouse,is_rapid,is_motile,is_bent_tail,fid,experiment_media,VAP,VSL,ALH,LIN,BCF,VCL,WOB,STR,MAD,cluster_id,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,subtype_label,P_rapid_progressive,P_immotile,P_nonprogressive,P_progressive,P_erratic,tsne_1,tsne_2,P_0,P_1,P_2,P_3,P_4,drug_cluster,P_axis_byls,E_axis_byls,progressivity_res,erraticity_res,entropy,umap_1,umap_2
740,13,1,0,1,0,0,0,0,0,0,1,1,0,740,7,117.85,98.95,10.1,46.37,26.71,213.38,55.23,83.96,93.96046538575646,0,0.6003657189821345,0.0,1.647380616648154e-05,0.3996178072117,1.2733728893127563e-27,rapid_progressive,0.6003657189821345,0.0,1.647380616648154e-05,0.3996178072117,1.2733728893127563e-27,16.233675,-10.105168,0.058132738676390835,0.0,1.3617141967533738e-18,0.02329594122997635,4.107390629551339e-20,6,0.9235840779716535,0.19251587437496878,0.9999835261938346,9.316791689900122e-30,0.0004574227243966908,11.2599325,5.5878096
741,12,1,0,1,0,0,0,0,1,0,1,1,0,741,7,115.64,112.61,11.15,49.9,23.94,225.66,51.24,97.38,89.04168567043267,3,0.12129824798859874,0.0,1.5595285172100533e-07,0.878701596058551,7.188702703287541e-30,progressive,0.12129824798859874,0.0,1.5595285172100533e-07,0.878701596058551,7.188702703287541e-30,25.516191,-12.295834,0.01277902547082409,0.0,4.7791720509315565e-22,1.3203838216580298e-05,5.599651812402444e-20,6,0.985141184743876,0.12638714012359203,0.9999998440471498,8.023605794831534e-32,2.9363147982220466e-06,10.914287,6.5790687
742,11,0,1,1,0,0,0,0,0,0,0,1,0,742,7,39.27,20.36,9.56,13.19,43.81,154.3,25.45,51.85,109.90101135310586,4,3.5860054338791766e-14,0.0,0.0013215608818464362,0.0,0.9986784391181172,erratic,3.5860054338791766e-14,0.0,0.0013215608818464362,0.0,0.9986784391181172,-7.545937,34.863255,3.3282988781795054e-49,0.0,0.0,0.0001797698314619561,2.6171497231185275e-10,7,0.535166080250111,0.4586011469909171,3.5860054338791766e-14,0.20774285481099075,0.010081237344400739,4.9601693,4.2935767
743,10,0,0,1,0,0,0,0,1,0,1,1,0,743,7,52.67,15.59,6.49,12.3,37.57,126.78,41.55,29.6,80.14348303938823,2,6.680612778849469e-30,0.0,0.7912958899324223,0.0,0.20870411006757683,non_progressive,6.680612778849469e-30,0.0,0.7912958899324223,0.0,0.20870411006757683,-11.272157,26.387531,1.4027357663006137e-98,0.0,0.0,6.986449069960672e-11,6.142325883140644e-09,5,0.4768267819023465,0.42664163312870895,6.680612778849469e-30,0.011649612801068335,0.5122346441656591,5.685392,3.6927342
744,9,0,0,1,0,0,0,0,1,0,1,1,0,744,7,85.91,47.0,7.1,38.22,16.32,122.96,69.86,54.71,43.138702866397814,2,2.6451220467592732e-37,0.0,1.0,3.3651834738018685e-141,4.671354817437375e-45,non_progressive,2.6451220467592732e-37,0.0,1.0,3.3651834738018685e-141,4.671354817437375e-45,-5.5976496,-1.3527275,1.1526391722498959e-85,0.0,1.4363035914721172e-36,1.2208590669106922e-46,4.2465485164075495e-65,5,0.735504395209323,0.27632528712648624,2.6451220467592732e-37,3.991851907608084e-46,-1.000088900581841e-12,8.419575,4.054021
745,8,1,0,1,0,0,0,0,0,1,1,1,0,745,7,119.03,96.73,11.96,34.28,27.86,282.13,42.19,81.26,99.48130454275491,0,0.9999999976991845,0.0,2.300510149848778e-09,3.055438204444091e-13,1.1280854523270383e-16,rapid_progressive,0.9999999976991845,0.0,2.300510149848778e-09,3.055438204444091e-13,1.1280854523270383e-16,27.705645,10.240751,0.971800418729382,0.0,3.7873299446738124e-77,0.02217334129374575,0.006026239976872648,0,0.9316866231555396,0.24552450431054312,0.99999999769949,4.758263559463036e-18,0.0013191091708833987,9.060526,7.737511
746,7,0,0,1,0,0,0,0,1,0,1,1,0,746,7,58.76,41.9,15.59,20.76,16.32,201.88,29.11,71.31,72.61561864411607,4,0.1431892166268593,0.0,5.1816445673547505e-05,1.6908565674985698e-89,0.8567589669274668,erratic,0.1431892166268593,0.0,5.1816445673547505e-05,1.6908565674985698e-89,0.8567589669274668,4.008645,27.384829,5.757657565283581e-13,0.0,6.003821770710395e-108,0.9967941101595231,0.0030689737756348363,3,0.6884768918364821,0.41560081801470233,0.1431892166268593,0.40770153792073943,0.0006478930304534174,6.5490584,5.4296904
747,6,0,0,1,0,0,0,0,1,0,1,1,0,747,7,76.92,39.12,11.24,26.88,21.37,145.52,52.86,50.86,84.21570560841819,2,2.6038259292017074e-12,0.0,0.9999999997508215,3.758177555445237e-86,2.465738807679779e-10,non_progressive,2.6038259292017074e-12,0.0,0.9999999997508215,3.758177555445237e-86,2.465738807679779e-10,-8.151304,21.884506,2.143695841312585e-41,0.0,7.438870192900814e-90,1.1144810316591634e-08,7.152470811039815e-11,5,0.6510554304347294,0.395317194013579,2.6038259292017074e-12,7.099078330372337e-11,5.699618511630558e-09,7.6925316,4.520017
748,5,0,1,1,0,0,0,0,0,0,0,1,0,748,7,45.74,8.33,12.69,3.51,111.42,237.37,19.27,18.2,111.8349685662644,4,3.5086954755156416e-75,0.0,4.551441019596982e-38,0.0,1.0,erratic,3.5086954755156416e-75,0.0,4.551441019596982e-38,0.0,1.0,-4.367699,40.455875,1.057123962403693e-49,0.0,0.0,1.1134698735215428e-70,5.544160560173509e-24,7,0.502104700465144,0.9841614974769025,3.5086954755156416e-75,0.38902712401402484,-1.000088900581841e-12,4.340387,5.0275345
749,4,1,0,1,0,0,0,0,1,0,1,1,0,749,7,106.0,94.25,8.62,39.79,23.94,236.89,44.75,88.92,87.2539709293839,0,0.8638765349497343,0.0,3.4879077402320695e-07,0.13612311625948884,3.0803224103460207e-15,rapid_progressive,0.8638765349497343,0.0,3.4879077402320695e-07,0.13612311625948884,3.0803224103460207e-15,15.309912,-0.62690896,0.8438360401459655,0.0,9.837847549356239e-29,0.12847406044685336,1.1510700944608922e-06,0,0.9221588430285057,0.13312347709777356,0.9999996512092231,0.0,3.5551049611108386e-05,10.093275,5.629968
750,3,0,1,1,0,0,0,0,0,0,0,1,0,750,7,19.26,5.44,5.17,8.49,26.71,64.11,30.04,28.26,64.31198184758276,2,5.888652476628162e-60,0.0,0.9727534907399217,0.0,0.02724650926007752,non_progressive,5.888652476628162e-60,0.0,0.9727534907399217,0.0,0.02724650926007752,-18.317375,21.908268,2.071395428698012e-211,0.0,0.0,2.904701436390368e-30,9.99576325945743e-30,5,0.32473224114494115,0.33046751044783024,5.888652476628162e-60,0.00038582149985893225,0.12503644258159438,5.6642036,2.6551704
751,2,0,0,1,0,1,0,0,0,0,0,0,0,751,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.87974899997405,1,0.0,1.0,1.2079728252945838e-43,0.0,3.025562376305377e-76,immotile,0.0,1.0,1.2079728252945838e-43,0.0,3.025562376305377e-76,-64.48956,3.411369,0.0,1.0,0.0,0.0,3.079908536317e-312,1,0.0,0.18154612781597343,0.0,0.0,-1.000088900581841e-12,-3.9387944,0.6417285
752,1,0,0,1,0,1,0,0,0,0,0,0,0,752,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.75645010680518,1,0.0,1.0,1.4746805871086932e-43,0.0,1.520103273292047e-76,immotile,0.0,1.0,1.4746805871086932e-43,0.0,1.520103273292047e-76,-62.90484,0.40173066,0.0,1.0,0.0,0.0,1.094460224717e-312,1,0.0,0.18205883109651066,0.0,0.0,-1.000088900581841e-12,-4.434302,0.16057447
753,16,0,0,1,0,0,0,0,1,0,1,1,0,753,7,92.59,32.59,8.89,21.32,13.3,152.89,60.56,35.2,66.37702037591976,2,7.434556285299818e-39,0.0,0.9999821633094925,2.3430880626729073e-110,1.783669050827995e-05,non_progressive,7.434556285299818e-39,0.0,0.9999821633094925,2.3430880626729073e-110,1.783669050827995e-05,-6.848923,24.11822,6.270617663340733e-103,0.0,5.140188246686271e-141,5.834412640383443e-35,8.893100811869333e-20,5,0.6141884497681438,0.3690041075768157,7.434556285299818e-39,2.756727110678355e-06,0.0002128674153784725,6.284359,4.1799283
754,15,1,0,1,0,0,0,0,1,1,1,1,0,754,7,140.39,118.58,16.85,37.5,22.44,316.25,44.39,84.46,89.99628917869295,0,0.9999999980427212,0.0,1.8769024316633228e-09,8.037539944018341e-11,1.3232273820536062e-33,rapid_progressive,0.9999999980427212,0.0,1.8769024316633228e-09,8.037539944018341e-11,1.3232273820536062e-33,34.507195,8.037641,0.9866584925435795,0.0,8.028890275794861e-91,0.0003406809122843606,0.013000826544137914,0,0.9963126353370071,0.275883749954507,0.9999999981230966,2.8254215304168676e-34,0.17131378487025187,9.61466,8.470475
755,14,1,0,1,0,0,0,0,1,0,1,1,0,755,7,100.83,90.03,6.41,53.41,19.95,168.55,59.82,89.29,72.45069415196326,3,4.108443712911386e-09,0.0,2.10657770457222e-07,0.9999997852337845,3.2756063401505905e-56,progressive,4.108443712911386e-09,0.0,2.10657770457222e-07,0.9999997852337845,3.2756063401505905e-56,2.8185482,-20.248276,2.0403270405942578e-11,0.0,0.000978657416842574,9.8130439830793e-06,1.75748351229488e-60,6,0.9228828046476425,0.10859443406991985,0.9999997893422282,0.0,3.449104189070121e-06,12.568903,4.0273724
756,13,0,1,1,0,0,0,0,0,0,0,1,0,756,7,41.84,5.52,10.62,2.57,315.21,214.53,19.5,13.18,126.31447079469808,4,0.0,0.0,1.7392369287674876e-170,0.0,1.0,erratic,0.0,0.0,1.7392369287674876e-170,0.0,1.0,-6.6135044,44.668774,0.0,0.0,0.0,0.0,8.936007400709304e-179,7,0.4665479392755181,1.0,0.0,0.28167340817232395,-1.000088900581841e-12,3.827947,4.843837
757,12,0,0,1,0,0,0,0,1,0,1,1,0,757,7,62.98,15.48,15.98,6.97,40.39,222.11,28.35,24.58,99.25764350113955,4,2.708868599475961e-21,0.0,7.745264137167825e-13,0.0,0.9999999999992255,erratic,2.708868599475961e-21,0.0,7.745264137167825e-13,0.0,0.9999999999992255,-0.78961766,36.397434,6.953558319918703e-17,0.0,0.0,2.1538310320119797e-20,0.00016237635200478209,7,0.5199296546783898,0.7369485072455778,2.708868599475961e-21,0.5575103446643918,2.073114146821555e-11,5.052806,5.149664
758,10,0,1,1,0,0,0,0,1,0,0,1,0,758,7,40.63,39.45,3.88,39.74,44.88,99.28,40.93,97.1,145.25942862294377,2,9.571494117286257e-13,0.0,0.9999999998625508,1.3649244993053453e-10,6.499435375238533e-49,non_progressive,9.571494117286257e-13,0.0,0.9999999998625508,1.3649244993053453e-10,6.499435375238533e-49,-14.541873,9.541668,8.318223161511495e-18,0.0,0.9968423291970887,2.9779749074782218e-05,1.991727870849035e-40,2,0.7623244695868552,0.19681993241433696,1.3744959934226315e-10,0.0,3.234888276261229e-09,7.60761,2.494154
759,9,1,0,1,0,0,0,0,0,0,1,1,0,759,7,66.87,64.57,6.36,60.69,21.67,106.39,62.85,96.57,72.97663509891532,3,2.1258395094274483e-27,0.0,2.561519160309624e-05,0.999974384808396,1.4626663878038001e-145,progressive,2.1258395094274483e-27,0.0,2.561519160309624e-05,0.999974384808396,1.4626663878038001e-145,-13.867113,-21.494795,2.8762985868589128e-46,0.0,0.9982544464890105,5.557599277503394e-23,3.2760962143866124e-162,2,0.9044772120737767,0.1897119015269786,0.999974384808396,1.4019403987021144e-146,0.00029642699108434374,13.193833,1.8642892
760,8,1,0,1,0,0,0,0,0,0,1,1,0,760,7,113.33,104.9,11.87,43.13,22.44,243.2,46.6,92.56,82.48983186800209,3,0.4851811826457636,0.0,2.635949251354735e-07,0.5148185537593098,7.99176716717555e-21,progressive,0.4851811826457636,0.0,2.635949251354735e-07,0.5148185537593098,7.99176716717555e-21,22.029549,-0.96309775,0.6666205322902099,0.0,1.4874952724021214e-30,0.0010650339906589873,3.9812844590488405e-09,0,0.9539245750697187,0.16508477893631254,0.9999997364050734,4.0251180318919157e-22,7.928504153339924e-06,10.446015,6.64857
761,7,1,0,1,0,0,0,0,0,0,1,1,0,761,7,88.56,81.33,6.33,59.11,21.37,137.59,64.37,91.83,53.68051543152789,3,9.47985425258978e-20,0.0,3.621844730884778e-07,0.9999996378155255,3.5968381531901336e-100,progressive,9.47985425258978e-20,0.0,3.621844730884778e-07,0.9999996378155255,3.5968381531901336e-100,-7.808491,-22.738804,2.2174714406775395e-30,0.0,0.1461144314203598,2.633487584963718e-12,8.329156258395895e-118,6,0.9235602300166803,0.15105556927711736,0.9999996378155255,0.0,5.733780950772448e-06,13.163893,2.7886689
762,6,1,0,1,0,0,0,0,0,0,1,1,0,762,7,86.96,83.07,6.14,57.84,27.78,143.62,60.55,95.52,77.53539936516225,3,3.322303811861094e-17,0.0,1.467816665796936e-07,0.9999998532183342,3.1448402630665594e-87,progressive,3.322303811861094e-17,0.0,1.467816665796936e-07,0.9999998532183342,3.1448402630665594e-87,-2.2978563,-24.561691,7.249295466113199e-25,0.0,0.05970962954322317,6.473302398216421e-11,2.732644079712535e-98,6,0.9317402480063517,0.1456804091996746,0.9999998532183342,0.0,2.4562893114199627e-06,12.766473,3.3899405
763,5,0,0,1,0,0,0,0,1,1,1,1,0,763,7,103.0,65.35,22.3,18.6,15.51,351.36,29.32,63.44,67.33718167941667,0,0.9997514904035542,0.0,1.2738485717197323e-23,3.3201265459928773e-167,0.00024850959644583717,rapid_progressive,0.9997514904035542,0.0,1.2738485717197323e-23,3.3201265459928773e-167,0.00024850959644583717,21.843977,27.210957,1.9892847289917117e-15,0.0,0.0,1.9375559587293516e-22,0.9999999999999982,4,0.8686309678870858,0.606233898304305,0.9997514904035542,0.0001749006525549478,-1.0000874842286208e-12,7.905868,7.579629
764,4,1,0,1,0,0,0,0,1,0,1,1,0,764,7,90.98,73.48,10.28,27.59,21.37,266.37,34.15,80.77,102.4498769239487,0,0.999995103931776,0.0,1.3867406640812765e-12,3.1861787549868817e-22,4.896066836347128e-06,rapid_progressive,0.999995103931776,0.0,1.3867406640812765e-12,3.1861787549868817e-22,4.896066836347128e-06,13.532405,17.712475,0.829091386239759,0.0,4.5919428339605404e-91,0.07242749396156692,0.09848111979867279,0,0.8700872529637238,0.23021905178422797,0.999995103931776,1.8113755165710402e-07,4.55357247502038e-06,8.092117,6.3073244
765,3,1,0,1,0,0,0,0,1,0,1,1,0,765,7,68.25,88.46,7.86,58.68,1.0,150.75,45.27,129.62,45.79205871949002,2,6.929896654496449e-33,0.0,1.0,5.32406905160839e-127,2.6851263888795627e-53,non_progressive,6.929896654496449e-33,0.0,1.0,5.32406905160839e-127,2.6851263888795627e-53,-6.1502957,-19.37663,5.062716396534171e-38,0.0,7.996804602923825e-136,0.9999999999999938,8.363224320648085e-77,3,0.9884406262636132,0.0,6.929896654496449e-33,7.233134706427854e-55,-1.000088900581841e-12,12.629429,2.9560297
766,2,0,0,1,0,0,0,0,1,0,1,1,0,766,7,59.57,42.82,8.29,27.68,29.92,154.7,38.51,71.88,77.60017509337065,0,0.6483603925831234,0.0,0.3516384154605311,2.9590132203630823e-50,1.1919563450674917e-06,rapid_progressive,0.6483603925831234,0.0,0.3516384154605311,2.9590132203630823e-50,1.1919563450674917e-06,-5.361481,14.202953,4.4023926725451597e-16,0.0,4.3317862041785205e-49,0.9999989242444509,1.0002040009472563e-06,3,0.6871904556561479,0.2970623780474921,0.6483603925831234,1.246133956046935e-07,4.608230898455656e-05,7.606584,3.7276971
767,1,1,0,1,0,0,0,0,1,0,1,1,0,767,7,78.39,75.33,3.81,63.11,17.1,119.37,65.67,96.1,85.76430949421571,3,2.0802681633740796e-27,0.0,7.598365643041592e-05,0.9999240163435712,1.796820294890531e-143,progressive,2.0802681633740796e-27,0.0,7.598365643041592e-05,0.9999240163435712,1.796820294890531e-143,-13.3842745,-24.994984,5.983000279824167e-48,0.0,0.9999647992524276,2.5419260967754447e-21,4.4995666469271275e-163,2,0.9450758069877274,0.09021403975032113,0.9999240163435712,0.0,0.0007966851628384544,13.312693,2.2766426
768,10,1,0,1,0,0,0,0,0,0,1,1,0,768,7,73.97,62.86,12.72,23.59,25.79,266.51,27.76,84.98,91.79130691875329,0,0.9957509308297534,0.0,4.535043667183797e-15,5.318227296859597e-23,0.004249069170240519,rapid_progressive,0.9957509308297534,0.0,4.535043667183797e-15,5.318227296859597e-23,0.004249069170240519,11.897803,23.148705,0.9633676822177406,0.0,2.2184053742197173e-120,0.0001258842763362776,0.036506433505922954,0,0.851108000892858,0.309600546425632,0.9957509308297534,0.0008918615412842614,2.87829355365978e-11,7.2287693,6.083121
769,9,1,0,1,0,0,0,0,0,0,1,1,0,769,7,54.73,49.67,7.1,42.4,26.11,117.14,46.72,90.77,90.58722097477751,3,2.002149081355246e-06,0.0,0.0018178580076211731,0.9981801398432977,5.876627197541524e-47,progressive,2.002149081355246e-06,0.0,0.0018178580076211731,0.9981801398432977,5.876627197541524e-47,-8.772703,4.820923,3.1265859330933625e-07,0.0,0.998501462650441,0.001487897869733252,2.267483515994541e-42,2,0.7797386280506138,0.21077023180075533,0.998182141992379,5.800114880481597e-48,0.013287086910648114,8.677372,2.9053845
770,8,1,0,1,0,0,0,0,1,1,1,1,0,770,7,126.1,101.46,13.26,33.72,20.57,300.91,41.91,80.46,79.86988694362758,0,0.9999999997656488,0.0,2.343496115282943e-10,3.174126741845814e-18,1.6478992885274714e-20,rapid_progressive,0.9999999997656488,0.0,2.343496115282943e-10,3.174126741845814e-18,1.6478992885274714e-20,31.979877,9.494704,0.9501655924939185,0.0,6.007095380388712e-95,0.013822688951806559,0.036011718554273466,0,0.9451433392353052,0.24613512628887185,0.9999999997656488,1.3886327643743663e-21,2.606436177532106e-07,9.22549,8.0259075
771,7,1,0,1,0,0,0,0,0,0,1,1,0,771,7,87.33,77.11,10.06,41.47,17.41,185.94,46.97,88.29,78.75715757488081,3,0.001962175031798693,0.0,1.9748911231207702e-05,0.998018076056969,1.5974738024995556e-20,progressive,0.001962175031798693,0.0,1.9748911231207702e-05,0.998018076056969,1.5974738024995556e-20,9.965466,1.9533224,0.0003058232141372981,0.0,3.9154479395864473e-10,0.01836318754709527,4.319236335576428e-20,6,0.8564995096523775,0.1860030124856707,0.9999802510887678,1.5846413370214862e-21,0.00023409761231455887,9.585331,4.9700828
772,6,0,1,1,0,0,0,0,0,0,0,1,0,772,7,47.55,32.11,10.94,20.44,14.96,157.09,30.27,67.54,64.80543008199814,2,0.00020480148020021974,0.0,0.5442454859508276,4.084628626195117e-127,0.4555497125689729,non_progressive,0.00020480148020021974,0.0,0.5442454859508276,4.084628626195117e-127,0.4555497125689729,-7.420205,17.536371,5.9868759428564925e-33,0.0,2.304105778528098e-109,0.9999970429732188,2.2602723835269986e-06,3,0.6156694030908489,0.3245244296671356,0.00020480148020021974,0.12184942472585032,0.6892069208531522,6.770071,3.655804
773,5,0,0,1,0,0,0,0,1,0,1,1,0,773,7,103.48,12.24,9.17,6.31,59.84,194.01,53.34,11.83,75.92282336225277,4,1.6307297248847894e-35,0.0,2.7671062422284133e-08,1.687839453543866e-240,0.9999999723289367,erratic,1.6307297248847894e-35,0.0,2.7671062422284133e-08,1.687839453543866e-240,0.9999999723289367,-4.7999444,28.578297,1.9302745269073218e-80,0.0,0.0,8.178097272601498e-23,9.600730558202666e-14,7,0.5080475536826143,0.6967081496608397,1.6307297248847894e-35,0.18595048828258606,5.092252034868281e-07,5.7164655,4.671864
774,4,1,0,1,0,0,0,0,0,0,1,1,0,774,7,90.48,84.65,6.02,53.58,27.29,158.0,57.27,93.55,73.63702542585561,3,6.794390928508163e-12,0.0,1.3864716236318273e-07,0.9999998613460431,8.450163753304156e-61,progressive,6.794390928508163e-12,0.0,1.3864716236318273e-07,0.9999998613460431,8.450163753304156e-61,-0.5745477,-17.021442,5.699948782274097e-15,0.0,0.00240349546172991,1.8541798877143662e-07,1.3378092169837402e-66,6,0.9169468071926787,0.12977003681349406,0.9999998613528375,0.0,2.3280687368884565e-06,12.231387,3.655943
775,3,1,0,1,0,0,0,0,0,0,1,1,0,775,7,77.83,73.57,8.84,41.38,24.76,177.77,43.78,94.52,96.67540432526309,3,0.00026126029525028313,0.0,4.7756659435889244e-05,0.9996909830453123,5.1215456852158904e-20,progressive,0.00026126029525028313,0.0,4.7756659435889244e-05,0.9996909830453123,5.1215456852158904e-20,1.9177763,2.9908485,7.272300898829561e-05,0.0,5.6391283615439885e-11,0.08690085043288445,1.4159191952372566e-20,6,0.8624245407985947,0.16988317498669767,0.9999522433405627,2.5697661214576163e-21,0.0005230294121044893,9.32513,4.281077
776,2,1,0,1,0,0,0,0,0,1,1,1,0,776,7,90.76,81.19,11.94,28.81,25.79,281.85,32.2,89.46,111.84041672967783,0,0.9999991697799686,0.0,4.2378718176845104e-14,2.5492577269328784e-16,8.302199869731004e-07,rapid_progressive,0.9999991697799686,0.0,4.2378718176845104e-14,2.5492577269328784e-16,8.302199869731004e-07,15.898165,19.802073,0.987000556331475,0.0,2.531074620714353e-121,7.943264768280331e-05,0.012920011020843723,0,0.9245274157903913,0.233308448019136,0.9999991697799688,7.831034727598314e-08,9.151516652109106e-07,8.120687,6.5253353
777,1,0,0,1,0,1,0,0,0,0,0,0,1,777,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.4977116862525,1,0.0,1.0,1.5632748847448514e-44,0.0,5.401085155467138e-74,immotile,0.0,1.0,1.5632748847448514e-44,0.0,5.401085155467138e-74,-61.122894,22.342186,0.0,1.0,0.0,0.0,7.107875303705465e-309,1,0.0,0.17729199887788635,0.0,0.0,-1.000088900581841e-12,-3.2561092,13.185192
778,15,0,1,1,0,0,0,0,1,0,0,1,0,778,7,48.24,12.62,8.29,6.67,14.96,189.12,25.51,26.16,102.84990954098133,4,1.6053179946411352e-28,0.0,1.1230229898843076e-12,0.0,0.9999999999988773,erratic,1.6053179946411352e-28,0.0,1.1230229898843076e-12,0.0,0.9999999999988773,-6.0476675,35.873825,6.444198656451209e-45,0.0,0.0,4.542856377719833e-17,2.848006958478777e-12,7,0.47980201878911466,0.4363387306520622,1.6053179946411352e-28,0.1363333921626138,3.0307937916816315e-11,4.9992886,4.4353056
779,14,0,0,1,0,0,0,0,0,0,1,1,0,779,7,68.69,51.75,5.05,45.92,20.3,112.71,60.94,75.35,77.47723232773012,2,1.995751992764424e-08,0.0,0.9999999800424801,1.1615582242428646e-24,7.969254458358892e-71,non_progressive,1.995751992764424e-08,0.0,0.9999999800424801,1.1615582242428646e-24,7.969254458358892e-71,-9.148541,-3.434493,1.1590152899921536e-12,0.0,0.004025236410317297,8.652895142804536e-07,5.258699163610683e-70,5,0.7924681834422307,0.19363395943232622,1.995751992764424e-08,0.0,-1.000088900549746e-12,10.893053,2.4786146
780,13,0,1,1,0,0,0,0,1,0,0,1,0,780,7,16.71,1.75,2.9,3.27,70.92,53.67,31.13,10.5,101.04841571975668,2,4.218310751249005e-103,0.0,0.9226174260474872,0.0,0.0773825739525124,non_progressive,4.218310751249005e-103,0.0,0.9226174260474872,0.0,0.0773825739525124,-22.450703,21.137583,2.0409509338444946e-298,0.0,0.0,5.154796592809969e-61,4.743127369436594e-53,5,0.26003524784939214,0.47174299530774905,4.218310751249005e-103,0.0,0.27232969620934244,5.830428,2.425783
781,12,1,0,1,0,0,0,0,1,0,1,1,0,781,7,129.62,127.39,6.99,69.9,34.19,182.23,71.13,98.28,116.0315907151137,3,5.6702522345461515e-15,0.0,1.8809847471555096e-09,0.9999999981190095,8.819727457003674e-104,progressive,5.6702522345461515e-15,0.0,1.8809847471555096e-09,0.9999999981190095,8.819727457003674e-104,17.143349,-37.01673,8.048486519869245e-33,0.0,0.9999646689504575,1.620690791946992e-11,5.822716233784351e-111,2,1.0,0.07858473650506612,0.9999999981190152,0.0,3.9670734349386214e-08,14.327878,5.905862
782,11,0,1,1,0,0,0,0,0,0,0,1,0,782,7,36.91,31.35,4.19,35.69,34.05,87.84,42.03,84.93,98.02357239921216,2,0.0010334252569150653,0.0,0.9989665667070737,8.036011761841168e-09,2.9114679138407488e-40,non_progressive,0.0010334252569150653,0.0,0.9989665667070737,8.036011761841168e-09,2.9114679138407488e-40,-17.135658,12.375982,2.1635428866768399e-13,0.0,2.1510906887445652e-07,0.9598818982704639,8.294190269842189e-28,3,0.6859184875855451,0.21190663723967204,0.0010334332929268272,0.0,1.5797485882052783e-07,7.1232243,2.3883128
783,10,1,0,1,0,0,0,0,0,0,1,1,0,783,7,82.67,77.55,5.05,58.66,28.85,132.2,62.54,93.8,69.27620156150898,3,5.377205763456183e-21,0.0,1.758641562903302e-07,0.9999998241358424,3.531008202288141e-104,progressive,5.377205763456183e-21,0.0,1.758641562903302e-07,0.9999998241358424,3.531008202288141e-104,-10.669867,-23.261349,2.0182955015851188e-31,0.0,0.1402382655058482,1.2172957629906068e-13,1.0870835296994349e-117,6,0.9214313279224009,0.15159779739886023,0.9999998241358424,0.0,2.9111747886647678e-06,13.087884,2.4976337
784,9,1,0,1,0,0,0,0,0,0,1,1,0,784,7,115.06,108.31,10.66,49.14,23.73,220.41,52.2,94.13,71.35234357218575,3,0.0008728983181973095,0.0,1.0039258336305337e-08,0.9991270916425455,4.3407810460500364e-31,progressive,0.0008728983181973095,0.0,1.0039258336305337e-08,0.9991270916425455,4.3407810460500364e-31,21.422901,-8.857016,0.0001671486092175444,0.0,1.2841598158340348e-15,1.547029010390759e-06,4.513116583023563e-23,6,0.9627033712950519,0.14142849424172396,0.9999999899607428,1.4498017105543027e-33,1.9508942361962025e-07,11.507649,6.3348103
785,8,0,0,1,0,0,0,0,1,1,1,1,0,785,7,112.98,54.26,11.29,18.14,17.1,299.08,37.78,48.02,91.75640085047603,0,0.9976010443615992,0.0,8.270183847040221e-15,4.996916649494842e-274,0.0023989556383924885,rapid_progressive,0.9976010443615992,0.0,8.270183847040221e-15,4.996916649494842e-274,0.0023989556383924885,16.145046,30.801538,0.0009689601852150084,0.0,0.0,1.0812192245774277e-24,0.9990310398147851,4,0.7685190370138812,0.43134667364948753,0.9976010443615992,0.000339644620228615,9.25583017122986e-11,6.418638,6.955833
786,7,0,0,1,0,0,0,0,1,0,1,1,0,786,7,74.01,55.1,9.5,32.61,27.2,168.97,43.8,74.46,77.84863489284159,0,0.9774726892991491,0.0,0.022527310676927696,2.9256837913572866e-22,2.3923398201022082e-11,rapid_progressive,0.9774726892991491,0.0,0.022527310676927696,2.9256837913572866e-22,2.3923398201022082e-11,2.0822966,11.082651,2.7716960330883e-07,0.0,2.8996953956812986e-31,0.9999996960598345,6.709663499288735e-10,3,0.7480051386959228,0.2910824196547517,0.9774726892991491,3.2350574459686847e-12,2.3003669665466048e-08,8.276761,4.526137
787,6,0,0,1,0,0,0,0,1,0,1,1,0,787,7,82.02,58.46,10.32,25.77,33.24,226.87,36.15,71.28,115.14342307056953,0,0.9994088437905176,0.0,2.6448065558961306e-06,1.3772326166281378e-53,0.0005885114029249649,rapid_progressive,0.9994088437905176,0.0,2.6448065558961306e-06,1.3772326166281378e-53,0.0005885114029249649,9.991684,17.540285,0.0017843362221736713,0.0,7.366543257038608e-94,0.985861294992618,0.012354368778916026,3,0.781587081359755,0.33312561410958447,0.9994088437905176,6.751712663946874e-05,0.028665715594818706,7.9639325,5.7935476
