,PlaybackIndex,is_distal_droplet,is_total,is_progressive,is_slow,is_medium,is_proximal_droplet,is_hyperactive_mouse,is_motile,is_static,is_bent_tail,is_rapid,is_earlytrack,fid,VAP,VSL,ALH,LIN,BCF,VCL,WOB,STR,MAD,cluster_id,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,subtype_label,P_rapid_progressive,P_immotile,P_nonprogressive,P_progressive,P_erratic,tsne_1,tsne_2,P_axis_byls,E_axis_byls,progressivity_res,erraticity_res,entropy
941,10,0,1,0,0,0,0,0,1,0,0,1,1,941,53.31,5.77,10.46,2.87,275.26,201.17,26.5,10.82,113.5696739118031,4,0.0,0.0,9.728519080351595e-125,0.0,1.0,erratic,0.0,0.0,9.728519080351595e-125,0.0,1.0,-6.4879813,44.441753,0.451681966429075,1.0,0.0,0.2732130159495294,-1.000088900581841e-12
942,11,0,1,0,0,0,0,0,1,0,0,1,1,942,113.48,65.3,10.81,25.06,33.66,260.59,43.55,57.54,87.90702119205211,0,0.9999977641437552,0.0,3.879051960111558e-07,3.613164531542051e-112,1.8479510484371594e-06,rapid_progressive,0.9999977641437552,0.0,3.879051960111558e-07,3.613164531542051e-112,1.8479510484371594e-06,22.125427,17.665209,0.786456019365035,0.4057245979076455,0.9999977641437552,1.8016862753030533e-07,0.46138165893915517
943,12,0,1,0,0,0,0,0,1,0,0,1,1,943,141.02,86.11,8.18,38.3,19.95,224.86,62.72,61.06,63.69868286627441,0,0.9991412514513697,0.0,0.0008587485486303476,7.714110785387371e-69,1.3164444735118962e-16,rapid_progressive,0.9991412514513697,0.0,0.0008587485486303476,7.714110785387371e-69,1.3164444735118962e-16,26.82818,-5.649456,0.8424389405398771,0.2400451401647727,0.9991412514513697,0.0,3.3672603605909557e-12
944,13,0,1,0,0,0,0,0,1,0,0,1,1,944,104.39,54.34,10.2,26.59,17.95,204.34,51.08,52.05,79.17631362543081,2,0.09602172837003328,0.0,0.9036908583379726,8.411012996004212e-64,0.00028741329199401575,non_progressive,0.09602172837003328,0.0,0.9036908583379726,8.411012996004212e-64,0.00028741329199401575,9.4475565,8.876433,0.7176144956907675,0.35353871788085545,0.09602172837003328,3.9588945768779056e-05,0.00287848799437234
945,14,0,1,0,0,0,0,0,1,0,0,1,1,945,86.14,49.37,12.55,31.73,7.04,155.6,55.36,57.31,46.436778278182445,2,2.6563412424850646e-08,0.0,0.999999973436417,2.950862937156743e-41,1.7103433029998751e-13,non_progressive,2.6563412424850646e-08,0.0,0.999999973436417,2.950862937156743e-41,1.7103433029998751e-13,-1.1511097,11.002561,0.6961737550697704,0.3496440028382582,2.6563412424850646e-08,5.739969662530065e-14,3.8699566400986936e-12
946,1,0,1,0,0,0,0,0,1,0,0,1,1,946,75.09,26.44,5.0,21.76,17.6,121.5,61.81,35.21,83.19667590259104,2,1.2355085378342304e-61,0.0,0.9999999999997176,1.3701948979188793e-239,2.821772317809044e-13,non_progressive,1.2355085378342304e-61,0.0,0.9999999999997176,1.3701948979188793e-239,2.821772317809044e-13,-10.015076,23.189508,0.6000919886650804,0.2817646354636712,1.2355085378342304e-61,0.0,7.008836983526573e-12
947,2,0,1,1,0,0,0,0,1,0,0,1,1,947,77.51,71.6,5.62,55.78,29.92,128.36,60.38,92.38,81.77590418464293,3,5.816226844010503e-17,0.0,1.718511234059075e-06,0.9999982814887667,3.3286930874740774e-95,progressive,5.816226844010503e-17,0.0,1.718511234059075e-06,0.9999982814887667,3.3286930874740774e-95,-8.40589,-10.581013,0.8968103089346404,0.1765773722692715,0.9999982814887668,0.0,2.4530115590647098e-05
948,3,0,1,1,0,0,0,0,1,0,0,1,1,948,112.12,100.21,10.83,47.25,23.16,212.08,52.87,89.38,68.45633787492945,3,0.0005083147562353078,0.0,4.191097834788443e-08,0.9994916433327867,2.763933420314521e-29,progressive,0.0005083147562353078,0.0,4.191097834788443e-08,0.9994916433327867,2.763933420314521e-29,20.453163,-8.473201,0.9293142777901262,0.17901623749441306,0.9999999580890221,1.30983578337875e-30,7.54242944583379e-07
949,4,0,1,1,0,0,0,0,1,0,0,1,0,949,77.81,68.2,11.14,34.76,20.63,196.24,39.65,87.66,96.63567270283166,3,0.3769181626332646,0.0,0.0006839554836789243,0.6223978688939813,1.2989075416561978e-08,progressive,0.3769181626332646,0.0,0.0006839554836789243,0.6223978688939813,1.2989075416561978e-08,6.4616694,12.057806,0.8268794615338846,0.22980426753001806,0.9993160315272459,2.159493660885667e-09,0.008577789552314913
950,5,0,1,0,0,0,0,0,1,0,0,1,1,950,56.82,17.9,11.09,9.77,56.21,183.26,31.01,31.5,91.0663275353512,4,2.742645113134315e-21,0.0,1.6048887894244055e-07,0.0,0.9999998395111214,erratic,2.742645113134315e-21,0.0,1.6048887894244055e-07,0.0,0.9999998395111214,-3.861137,34.559982,0.5107914357970624,0.6338995885817902,2.742645113134315e-21,0.2855162717163991,2.671341987086722e-06
951,6,0,1,1,0,0,0,0,1,0,0,1,1,951,103.47,98.97,12.06,44.22,20.37,223.84,46.23,95.65,83.17187024399199,0,0.6427561513810818,0.0,1.1979053930753142e-05,0.35723186956498915,1.7772758245455734e-18,rapid_progressive,0.6427561513810818,0.0,1.1979053930753142e-05,0.35723186956498915,1.7772758245455734e-18,20.494377,-0.7496746,0.9402010889142243,0.1657220740554643,0.999988020946071,1.8382287918050687e-19,0.0003790106291389097
952,7,0,1,1,0,0,0,0,1,0,0,1,0,952,101.86,83.98,12.82,32.88,16.51,255.4,39.88,82.44,85.04846932173133,0,0.9999996721960014,0.0,3.2507671637063287e-07,1.8009982098709803e-09,9.262849791514125e-10,rapid_progressive,0.9999996721960014,0.0,3.2507671637063287e-07,1.8009982098709803e-09,9.262849791514125e-10,18.952131,8.514892,0.8824769029152861,0.24286260463941056,0.9999996739969996,1.444851018541329e-10,0.053461190969949
953,8,0,1,1,0,0,0,0,1,0,0,1,0,953,88.71,84.48,7.21,63.53,23.1,132.97,66.71,95.23,57.16181801758064,3,3.1312409918364243e-26,0.0,3.477591250608719e-08,0.9999999652240886,5.2171137225431444e-126,progressive,3.1312409918364243e-26,0.0,3.477591250608719e-08,0.9999999652240886,5.2171137225431444e-126,-7.4016943,-24.380129,0.9520441211732531,0.17320362771481648,0.9999999652240886,2.449529370720627e-127,6.320272869837853e-07
954,9,0,1,0,0,0,0,1,1,0,0,1,1,954,177.39,15.94,11.77,5.05,39.89,315.35,56.25,8.98,66.53746439217782,4,9.361850610489201e-25,0.0,1.8255102069628837e-30,0.0,1.0,erratic,9.361850610489201e-25,0.0,1.8255102069628837e-30,0.0,1.0,10.327983,39.007755,0.6073397202099622,0.8440833963597633,9.361850610489201e-25,0.30291975583285147,-1.000088900581841e-12
955,10,0,1,0,0,0,0,0,0,1,0,0,0,955,34.81,3.13,8.56,2.04,90.79,153.46,22.68,9.0,111.58913959854888,4,4.976143876506289e-81,0.0,2.1887177522929195e-13,0.0,0.9999999999997815,erratic,4.976143876506289e-81,0.0,2.1887177522929195e-13,0.0,0.9999999999997815,-8.397783,38.631653,0.3529754176944788,0.7793274052941028,4.976143876506289e-81,0.17525876934653126,5.223177383119376e-12
956,11,0,1,0,0,1,0,0,1,0,0,0,0,956,33.77,2.92,9.13,1.91,250.9,152.71,22.12,8.66,123.66342892858229,4,1.4863508612983758e-304,0.0,7.085527239260352e-94,0.0,1.0,erratic,1.4863508612983758e-304,0.0,7.085527239260352e-94,0.0,1.0,-7.008528,44.129044,0.3605629097843356,1.0,1.4863508612983758e-304,0.20789855916288025,-1.000088900581841e-12
957,12,0,1,1,0,0,0,0,1,0,0,1,1,957,94.65,83.54,9.41,38.06,22.44,219.47,43.13,88.26,96.23719477044138,3,0.33898214910796964,0.0,7.1198561733270694e-06,0.6610107310335366,2.3194323135701407e-12,progressive,0.33898214910796964,0.0,7.1198561733270694e-06,0.6610107310335366,2.3194323135701407e-12,13.964109,0.55520713,0.886139148929818,0.16736035423584927,0.9999928801415062,2.5328927991865826e-15,0.0001339773383544824
958,13,0,1,0,0,0,0,0,1,0,0,1,1,958,75.56,55.36,12.03,36.04,9.97,153.62,49.19,73.27,92.81493678970209,0,0.8263677592860846,0.0,0.1736322407139154,3.347416973161035e-20,4.895503460494777e-18,rapid_progressive,0.8263677592860846,0.0,0.1736322407139154,3.347416973161035e-20,4.895503460494777e-18,2.1849825,9.212404,0.752512462195124,0.2835138065992977,0.8263677592860846,1.4726256952586371e-18,-9.993045269747899e-13
959,14,0,1,0,0,0,0,0,1,0,0,1,0,959,71.35,3.86,10.68,1.65,168.16,234.05,30.48,5.41,84.01880458192666,4,2.9093670257477205e-123,0.0,4.167606927759125e-55,0.0,1.0,erratic,2.9093670257477205e-123,0.0,4.167606927759125e-55,0.0,1.0,-3.5046222,42.978424,0.46947530425062534,1.0,2.9093670257477205e-123,0.28844495642762613,-1.000088900581841e-12
960,15,0,1,0,0,0,0,0,1,0,0,1,0,960,92.34,21.3,10.97,9.93,62.1,214.54,43.04,23.07,95.38833639310408,4,2.7502184541544912e-14,0.0,3.4401361196743767e-07,0.0,0.9999996559863599,erratic,2.7502184541544912e-14,0.0,3.4401361196743767e-07,0.0,0.9999996559863599,-3.1111746,31.469118,0.5576910352573652,0.7057535516320779,2.7502184541544912e-14,0.25989093734355306,5.463823240113483e-06
961,16,0,1,0,0,0,0,0,1,0,0,1,1,961,114.15,7.67,10.85,4.3,17.95,178.46,63.96,6.72,48.97621741632908,4,6.333614053967362e-87,0.0,5.254034339744589e-09,1.1650083775549523e-229,0.9999999947459655,erratic,6.333614053967362e-87,0.0,5.254034339744589e-09,1.1650083775549523e-229,0.9999999947459655,-4.634116,26.225328,0.487727383730407,0.5788524967958546,6.333614053967362e-87,0.29406602011405125,1.0541636161413242e-07
962,1,0,1,0,0,0,0,0,0,1,0,0,0,962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67399538596392,1,0.0,1.0,5.084038619134237e-43,0.0,3.6403670633449924e-79,immotile,0.0,1.0,5.084038619134237e-43,0.0,3.6403670633449924e-79,-51.68825,-23.518026,0.0,0.1861836533733845,0.0,0.0,-1.000088900581841e-12
963,2,0,1,0,0,0,0,0,0,1,1,0,0,963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.28210984353775,1,0.0,1.0,3.719488872260536e-45,0.0,6.407302021993939e-73,immotile,0.0,1.0,3.719488872260536e-45,0.0,6.407302021993939e-73,-58.462597,26.313305,0.0,0.17492940496825732,0.0,0.0,-1.000088900581841e-12
964,3,0,1,0,0,0,1,0,0,1,0,0,0,964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.57253925367642,1,0.0,1.0,2.021916377430148e-44,0.0,3.2084808905399223e-74,immotile,0.0,1.0,2.021916377430148e-44,0.0,3.2084808905399223e-74,-62.738144,21.753183,0.0,0.17775686146739608,0.0,0.0,-1.000088900581841e-12
965,4,0,1,0,0,0,0,0,0,1,0,0,0,965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.88400994540062,1,0.0,1.0,3.265529757835571e-43,0.0,5.17709392284298e-78,immotile,0.0,1.0,3.265529757835571e-43,0.0,5.17709392284298e-78,-56.68111,-15.609579,0.0,0.18444268410653403,0.0,0.0,-1.000088900581841e-12
966,5,0,1,0,0,0,0,0,1,0,0,1,1,966,85.6,29.81,14.13,11.21,50.49,265.93,32.19,34.83,84.90987073747564,4,1.2006653020544814e-08,0.0,1.244507390068225e-15,0.0,0.9999999879933467,erratic,1.2006653020544814e-08,0.0,1.244507390068225e-15,0.0,0.9999999879933467,10.0202675,33.002735,0.6390753253901644,0.7085004998250812,1.2006653020544814e-08,0.3979643873041498,-9.64371170401248e-13
967,6,0,1,0,0,0,0,0,1,0,0,1,1,967,100.12,78.39,12.84,30.52,17.45,256.82,38.99,78.29,84.20109261433778,0,0.9999998067203792,0.0,1.6173520382560067e-07,2.4651760020823535e-19,3.1544416387210175e-08,rapid_progressive,0.9999998067203792,0.0,1.6173520382560067e-07,2.4651760020823535e-19,3.1544416387210175e-08,18.609236,9.422153,0.8594613540380607,0.275144148870069,0.9999998067203792,5.475164136817425e-09,0.4449483169274538
968,7,0,1,1,0,0,0,0,1,0,0,1,0,968,63.3,56.58,9.02,36.01,13.65,157.11,40.29,89.37,73.32885054496407,3,0.00041593829054925,0.0,0.0025576325335397274,0.99702642917591,1.2447791305997284e-15,progressive,0.00041593829054925,0.0,0.0025576325335397274,0.99702642917591,1.2447791305997284e-15,-4.3098154,8.038638,0.7788012659891461,0.18072856039334634,0.9974423674664592,1.5291749653722422e-16,0.01782638113062396
969,8,0,1,0,0,0,0,0,1,0,0,1,1,969,62.45,16.39,8.36,6.7,19.95,244.46,25.55,26.24,114.68328413673075,4,1.1436930061984777e-17,0.0,5.02932896573011e-24,0.0,1.0,erratic,1.1436930061984777e-17,0.0,5.02932896573011e-24,0.0,1.0,-1.9647375,34.834427,0.5651924871465983,0.49126196900433955,1.1436930061984777e-17,0.11840979169678782,-1.0000889004428755e-12
970,9,0,1,0,0,0,0,1,1,0,0,1,1,970,153.73,20.78,14.29,6.71,19.95,309.53,49.67,13.52,57.93992531994246,4,2.70751082078796e-08,0.0,1.0592881041961026e-19,0.0,0.999999972924892,erratic,2.70751082078796e-08,0.0,1.0592881041961026e-19,0.0,0.999999972924892,10.545524,38.694294,0.6127941628913769,0.7723723902292563,2.70751082078796e-08,0.42885724913224016,-1.0000859736605754e-12
971,10,0,1,0,0,1,0,0,1,0,0,0,0,971,21.7,6.91,2.32,19.18,46.78,36.05,60.19,31.87,60.4440445930615,2,8.643780248668568e-146,0.0,1.0,0.0,5.95843221585429e-29,non_progressive,8.643780248668568e-146,0.0,1.0,0.0,5.95843221585429e-29,-18.817707,24.963642,0.49121271673723177,0.3089280733178861,8.643780248668568e-146,0.0,-1.0000889005818394e-12
972,11,0,1,0,0,0,0,1,1,0,0,1,1,972,83.08,12.86,11.12,4.69,105.87,274.22,30.3,15.48,75.54149917345929,4,9.027918834487992e-47,0.0,5.9358536719324415e-37,0.0,1.0,erratic,9.027918834487992e-47,0.0,5.9358536719324415e-37,0.0,1.0,-0.53934014,41.412086,0.562643950905078,0.979649291883778,9.027918834487992e-47,0.2816433371618733,-1.000088900581841e-12
973,12,0,1,0,0,0,0,0,1,0,0,1,0,973,55.28,14.13,11.86,7.64,58.81,185.03,29.88,25.56,89.67243939318318,4,1.1568964777062808e-27,0.0,6.004841146318659e-09,0.0,0.9999999939951589,erratic,1.1568964777062808e-27,0.0,6.004841146318659e-09,0.0,0.9999999939951589,-3.815986,34.89874,0.4817113847180017,0.6887113522612034,1.1568964777062808e-27,0.3365343655830627,1.196786864559963e-07
974,13,0,1,0,0,0,0,0,1,0,0,1,1,974,61.42,19.84,11.2,13.43,25.64,147.79,41.56,32.31,77.47759618789775,4,1.3910864976554781e-21,0.0,0.20456637278880066,0.0,0.7954336272111987,erratic,1.3910864976554781e-21,0.0,0.20456637278880066,0.0,0.7954336272111987,-7.573672,27.510027,0.5071142010514436,0.4884803330146816,1.3910864976554781e-21,0.24314793923974937,0.5066679660347204
975,14,0,1,0,0,0,0,1,1,0,0,1,0,975,105.05,20.7,12.4,7.3,99.73,283.45,37.06,19.7,80.27294307213617,4,2.1285653018952593e-32,0.0,3.700979790340176e-28,0.0,1.0,erratic,2.1285653018952593e-32,0.0,3.700979790340176e-28,0.0,1.0,0.2700336,41.522266,0.6071411134784768,0.9654997912283969,2.1285653018952593e-32,0.3262798587393112,-1.0000889005818307e-12
976,15,0,1,0,0,0,0,1,1,0,0,1,1,976,101.66,13.29,13.05,4.88,54.56,272.24,37.34,13.07,73.85798659940161,4,3.546013581768748e-10,0.0,3.095858486092542e-18,0.0,0.9999999996453983,erratic,3.546013581768748e-10,0.0,3.095858486092542e-18,0.0,0.9999999996453983,8.237795,36.289543,0.5557487913742483,0.8362321062446161,3.546013581768748e-10,0.3898282100208947,-1.0000033588601938e-12
977,16,0,1,0,0,0,0,0,1,0,0,1,0,977,84.39,18.15,11.59,9.62,28.89,188.68,44.72,21.5,68.66461490277969,4,3.992931513279096e-18,0.0,0.0006982976171013785,0.0,0.9993017023828992,erratic,3.992931513279096e-18,0.0,0.0006982976171013785,0.0,0.9993017023828992,-4.048473,28.540583,0.5151863896276927,0.5820874032447966,3.992931513279096e-18,0.31113647460826777,0.005772488373956372
978,17,0,1,1,0,0,1,0,1,0,0,1,0,978,72.59,67.7,8.26,52.61,14.96,128.67,56.41,93.26,60.31051261095573,3,3.8725253381018765e-13,0.0,2.5998303789618228e-05,0.9999740016958248,6.356733302535932e-76,progressive,3.8725253381018765e-13,0.0,2.5998303789618228e-05,0.9999740016958248,6.356733302535932e-76,-8.174169,-17.7723,0.8640229236562957,0.17925717132468827,0.9999740016962121,8.221705887700077e-77,0.00030047451690916376
979,18,0,1,0,0,0,0,0,1,0,0,1,0,979,59.26,32.27,9.85,21.74,45.43,148.45,39.92,54.46,119.17370208344676,2,2.258600232725347e-07,0.0,0.9997948298495543,3.3638982414068905e-180,0.00020494429042250333,non_progressive,2.258600232725347e-07,0.0,0.9997948298495543,3.3638982414068905e-180,0.00020494429042250333,-0.007434841,21.13992,0.6162102973073482,0.44705812906955106,2.258600232725347e-07,4.3805896663069605e-05,0.0019454688860641271
980,19,0,1,0,0,0,0,1,1,0,0,1,0,980,82.54,65.43,15.77,20.68,17.1,316.31,26.09,79.27,87.58516523484985,0,0.9998705864911009,0.0,1.7730318798199693e-25,1.6151002355244497e-56,0.00012941350889972048,rapid_progressive,0.9998705864911009,0.0,1.7730318798199693e-25,1.6151002355244497e-56,0.00012941350889972048,13.345456,25.633165,0.8899002580105666,0.376966291166157,0.9998705864911009,4.498267872896936e-05,-1.0000888627259156e-12
981,1,0,1,0,0,0,0,0,0,1,0,0,0,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.05387373551721,1,0.0,1.0,5.256228829825262e-45,0.0,3.742111241012186e-73,immotile,0.0,1.0,5.256228829825262e-45,0.0,3.742111241012186e-73,-59.39163,25.997015,0.0,0.17546744695851554,0.0,0.0,-1.000088900581841e-12
982,2,0,1,0,0,0,0,0,0,1,0,0,0,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.69395320363465,1,0.0,1.0,9.129927971118614e-44,0.0,7.376876480307043e-76,immotile,0.0,1.0,9.129927971118614e-44,0.0,7.376876480307043e-76,-64.13677,7.9478593,0.0,0.18086659478745798,0.0,0.0,-1.000088900581841e-12
983,3,0,1,0,0,0,0,0,0,1,0,0,0,983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.78785835697398,1,0.0,1.0,8.149397686643235e-44,0.0,1.0363759001026627e-75,immotile,0.0,1.0,8.149397686643235e-44,0.0,1.0363759001026627e-75,-65.38649,9.397376,0.0,0.18060245450908358,0.0,0.0,-1.000088900581841e-12
984,4,0,1,0,0,0,0,0,0,1,0,0,0,984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8202674101318,1,0.0,1.0,4.510900931382358e-43,0.0,8.156399148298955e-79,immotile,0.0,1.0,4.510900931382358e-43,0.0,8.156399148298955e-79,-53.425232,-21.819147,0.0,0.18566540287588906,0.0,0.0,-1.000088900581841e-12
985,5,1,1,0,0,0,0,0,0,1,0,0,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.67825150618818,1,0.0,1.0,4.089426716870426e-45,0.0,5.546578843149594e-73,immotile,0.0,1.0,4.089426716870426e-45,0.0,5.546578843149594e-73,-59.280914,26.633776,0.0,0.17507521588142405,0.0,0.0,-1.000088900581841e-12
986,6,0,1,0,0,0,0,0,1,0,0,1,1,986,127.79,44.98,8.14,17.64,29.92,254.9,50.13,35.19,72.91859856329064,4,0.4263298934273298,0.0,8.731793687674073e-08,2.1753310273476972e-277,0.573670019254733,erratic,0.4263298934273298,0.0,8.731793687674073e-08,2.1753310273476972e-277,0.573670019254733,-1.56777,24.236217,0.6858488585521814,0.4681763460029986,0.4263298934273298,0.008019335199420106,2.5415906092155844e-06
987,7,0,1,1,0,0,0,0,1,0,0,1,1,987,118.07,106.94,9.82,49.06,27.78,218.0,54.16,90.57,79.84168975828221,3,0.00017828248330151826,0.0,1.142298567818815e-09,0.9998217163743989,1.3156359492388514e-33,progressive,0.00017828248330151826,0.0,1.142298567818815e-09,0.9998217163743989,1.3156359492388514e-33,22.040077,-10.517515,0.9558404871625275,0.15363178775962502,0.9999999988577004,0.0,2.466467565783685e-08
988,8,0,1,0,0,0,0,0,1,0,0,1,0,988,54.08,41.77,13.84,20.14,10.69,207.36,26.08,77.24,77.69088129410605,4,0.1275966013936695,0.0,2.9454026536495324e-06,1.5498360186166135e-52,0.8724004532036771,erratic,0.1275966013936695,0.0,2.9454026536495324e-06,1.5498360186166135e-52,0.8724004532036771,3.9206612,27.138008,0.7096020342572473,0.3329964922672391,0.1275966013936695,0.3255375046542817,4.591204261247615e-05
989,9,0,1,1,0,0,0,0,1,0,0,1,0,989,85.35,76.97,7.73,35.06,26.82,219.53,38.88,90.18,92.02565628849936,0,0.9542695871819153,0.0,3.787547309810762e-06,0.045726278537396574,3.4673337760977246e-07,rapid_progressive,0.9542695871819153,0.0,3.787547309810762e-06,0.045726278537396574,3.4673337760977246e-07,5.009528,5.0780644,0.8725135719813453,0.15204593867547775,0.9999958657193119,0.0,0.0009582328269665222
990,10,0,1,0,0,1,0,0,1,0,1,0,0,990,46.38,35.39,8.54,49.2,13.89,71.92,64.48,76.3,60.345845536386776,2,9.176897682824563e-17,0.0,1.0,1.1377680243676478e-61,5.023423970915059e-128,non_progressive,9.176897682824563e-17,0.0,1.0,1.1377680243676478e-61,5.023423970915059e-128,-14.336085,-7.4803896,0.7640376187666944,0.29476307412177943,9.176897682824563e-17,1.5624249125053564e-128,-1.000088900581841e-12
991,11,0,1,0,0,1,0,0,1,0,0,0,0,991,28.69,11.77,7.08,9.55,74.28,123.29,23.27,41.02,106.1607906231042,4,4.886646202343957e-39,0.0,3.827116159573289e-05,0.0,0.9999617288384052,erratic,4.886646202343957e-39,0.0,3.827116159573289e-05,0.0,0.9999617288384052,-9.516348,36.13645,0.43731380543072995,0.5509839437426415,4.886646202343957e-39,0.09263818026844019,0.00042751928981523416
992,12,0,1,0,0,0,0,0,1,0,0,1,0,992,110.15,14.4,12.53,5.86,36.74,245.51,44.87,13.07,65.1093591745938,4,8.777828631506906e-07,0.0,5.691500677151193e-11,0.0,0.999999122160222,erratic,8.777828631506906e-07,0.0,5.691500677151193e-11,0.0,0.999999122160222,8.390603,37.0187,0.5370315293803303,0.7321775175597034,8.777828631506906e-07,0.3606223298285639,1.3975192558312862e-09
993,13,0,1,0,0,1,0,0,1,0,0,0,1,993,39.79,42.06,11.24,29.51,1.0,142.5,27.92,105.7,75.02873649104893,2,2.268717741948168e-13,0.0,0.9999994458997435,1.872173368541597e-50,5.541000304886089e-07,non_progressive,2.268717741948168e-13,0.0,0.9999994458997435,1.872173368541597e-50,5.541000304886089e-07,-4.9204235,11.923951,0.7401030397080721,0.14201107146184913,2.268717741948168e-13,1.600549461510037e-07,8.536418924065093e-06
994,14,0,1,0,0,0,0,0,1,0,0,1,1,994,60.21,18.8,10.75,10.71,8.55,175.51,34.31,31.22,70.49157569660366,4,2.736519955873476e-19,0.0,7.60942312912296e-05,0.0,0.9999239057687093,erratic,2.736519955873476e-19,0.0,7.60942312912296e-05,0.0,0.9999239057687093,-7.114382,28.490223,0.5045235881879135,0.43795043335708855,2.736519955873476e-19,0.26744721163862284,0.0007977338757144138
995,15,0,1,0,0,0,0,1,1,0,0,1,0,995,101.44,78.51,15.8,24.64,25.65,318.61,31.84,77.4,84.20648178027933,0,0.9999999865194377,0.0,2.5736338648230543e-18,4.558090721909262e-46,1.3480562424067066e-08,rapid_progressive,0.9999999865194377,0.0,2.5736338648230543e-18,4.558090721909262e-46,1.3480562424067066e-08,20.785006,24.610155,0.9091027286752962,0.39106503706724205,0.9999999865194377,4.044065759407795e-09,4.461428394424397e-09
996,16,0,1,1,0,0,0,0,1,0,0,1,0,996,78.42,69.31,8.28,39.34,26.82,176.18,44.51,88.38,77.39651451040251,3,0.0010982156572420206,0.0,7.723350534511863e-05,0.9988245508374135,2.3448981435777576e-18,progressive,0.0010982156572420206,0.0,7.723350534511863e-05,0.9988245508374135,2.3448981435777576e-18,0.7753168,5.6672263,0.8310461849650355,0.19708088978031454,0.9999227664946555,6.871464322548404e-20,0.0008093336048799703
997,17,0,1,0,0,0,0,0,1,0,0,1,0,997,80.3,21.63,9.24,10.68,107.3,202.53,39.65,26.94,71.90342443392178,4,3.191206989350292e-42,0.0,1.8161255948194547e-19,0.0,1.0,erratic,3.191206989350292e-42,0.0,1.8161255948194547e-19,0.0,1.0,0.30511463,40.343754,0.5493581031670085,0.8243955123554049,3.191206989350292e-42,0.16508512357433375,-1.000083882441408e-12
998,18,0,1,1,0,0,0,0,1,0,0,1,1,998,73.3,69.15,7.19,55.86,15.96,123.79,59.21,94.34,73.79623411558954,3,1.6260022017333469e-16,0.0,2.4754806289764075e-05,0.9999752451937113,3.449916488560434e-96,progressive,1.6260022017333469e-16,0.0,2.4754806289764075e-05,0.9999752451937113,3.449916488560434e-96,-10.36356,-16.761814,0.887811503129456,0.1601952690546571,0.9999752451937114,2.851626465885118e-97,0.00028731612538907534
999,19,0,1,1,0,0,0,0,1,0,0,1,1,999,90.64,79.87,8.84,55.41,13.3,144.12,62.89,88.11,48.866613778117014,3,2.6177801476908206e-12,0.0,2.8236590702717753e-05,0.9999717634066799,6.077327111210371e-77,progressive,2.6177801476908206e-12,0.0,2.8236590702717753e-05,0.9999717634066799,6.077327111210371e-77,-5.9109735,-21.492458,0.8961338082333745,0.17964216506064948,0.9999717634092977,6.699128803810728e-78,0.0003240114246743385
1000,20,0,1,0,0,0,0,0,1,0,0,1,1,1000,92.66,68.89,5.25,44.51,23.94,154.78,59.86,74.35,117.06676289020335,2,0.0024270961640223674,0.0,0.9975729038302668,5.71137159783602e-12,3.769907858077278e-41,non_progressive,0.0024270961640223674,0.0,0.9975729038302668,5.71137159783602e-12,3.769907858077278e-41,1.475518,-4.1577754,0.8401624231964484,0.1657813168272737,0.002427096169733739,0.0,1.5200857891325555e-10
1001,21,0,1,1,0,0,0,0,1,0,0,1,1,1001,145.76,120.04,14.89,46.32,14.96,259.17,56.24,82.36,59.52282445750996,0,0.9999999714873806,0.0,2.8380927618612915e-08,1.316931045693666e-10,3.7336617573091384e-36,rapid_progressive,0.9999999714873806,0.0,2.8380927618612915e-08,1.316931045693666e-10,3.7336617573091384e-36,31.701252,-5.302169,0.9612198703517467,0.21775546051939426,0.9999999716190737,5.78135782619622e-37,0.029446083557253293
1002,22,0,1,1,0,0,0,0,1,0,0,1,0,1002,53.28,44.68,10.59,29.47,14.96,151.59,35.15,83.85,74.93718299742444,2,0.15374168566443247,0.0,0.8462571457477759,6.560677687096178e-09,1.162027113881177e-06,non_progressive,0.15374168566443247,0.0,0.8462571457477759,6.560677687096178e-09,1.162027113881177e-06,-5.77947,13.968482,0.7109711284339324,0.2500733563463431,0.15374169222511017,2.746796156374575e-07,2.0060812857542802e-05
1003,1,0,1,1,0,0,0,0,1,0,0,1,1,1003,102.33,84.9,8.57,39.54,28.16,214.74,47.65,82.96,94.9427295794979,0,0.9915709625018051,0.0,3.408422274308258e-05,0.008394953275451809,5.771642112805225e-16,rapid_progressive,0.9915709625018051,0.0,3.408422274308258e-05,0.008394953275451809,5.771642112805225e-16,13.993719,-0.18105684,0.8799972009498962,0.19016903698822119,0.9999659157772569,0.0,0.026318526440392995
